,,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins
1,4157,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21542.obv.width175.jpg,Constantius II_Constantine I_1590964167.036492,301-350
1,33473,Constantine I,Constantine I,321.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7839.obv.width175.jpg,Constantine I_Constantine I_1590972132.370995,301-350
1,34321,Galerius,Constantine I,322.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5793.obv.width175.jpg,Galerius_Constantine I_1590972360.1761558,301-350
1,30823,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7229.obv.width175.jpg,Licinius_Constantine I_1590971422.056367,301-350
1,28699,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/20002049/2004/2004.14.189.obv.width175.jpg,Constantine I_Constantine I_1590970826.598829,301-350
1,12756,Constantine I,Constantine I,322.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.6013.obv.width175.jpg,Constantine I_Constantine I_1590966479.8737843,301-350
1,26148,Constantine I,Constantine I,324.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1922/1922.38.39.obv.width175.jpg,Constantine I_Constantine I_1590970129.8511503,301-350
1,29350,Constantine I,Constantine I,312.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.1127.obv.width175.jpg,Constantine I_Constantine I_1590971001.3756542,301-350
1,10742,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21986.obv.width175.jpg,Constantius II_Constantine I_1590965941.129933,301-350
1,522,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.9543.obv.width175.jpg,Constantine I_Constantine I_1590963193.8692026,301-350
1,7012,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22737.obv.width175.jpg,Constantius II_Constantine I_1590964930.3935888,301-350
1,5748,Constantine I,Constantine I,336.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9406.obv.width175.jpg,Constantine I_Constantine I_1590964596.5972776,301-350
1,25670,Constantine I,Constantine I,319.0,Coin,AE3,Bronze,Gallia,Victory,http://numismatics.org/collectionimages/19501999/1989/1989.11.70.obv.width175.jpg,Constantine I_Constantine I_1590970001.7674503,301-350
1,495,Constantine I,Constantine I,313.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.9525.obv.width175.jpg,Constantine I_Constantine I_1590963186.6005223,301-350
1,31212,Licinius,Constantine I,318.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7166.obv.width175.jpg,Licinius_Constantine I_1590971526.5480986,301-350
1,13882,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11320.obv.width175.jpg,Constantine I_Constantine I_1590966790.9156916,301-350
1,5474,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Thrace,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.9173.obv.width175.jpg,Constantine I_Constantine I_1590964520.6054325,301-350
1,24665,Constantine I,Constantine I,329.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19501999/1979/1979.78.42.obv.width175.jpg,Constantine I_Constantine I_1590969733.3874655,301-350
1,13611,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11068.obv.width175.jpg,Constantine I_Constantine I_1590966719.3636918,301-350
1,22932,Constantine I,Constantine I,324.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19501999/1952/1952.142.11.obv.width175.jpg,Constantine I_Constantine I_1590969248.0310328,301-350
1,34706,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6228.obv.width175.jpg,Licinius_Constantine I_1590972460.2515283,301-350
1,20403,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.1435.obv.width175.jpg,Constantine I_Constantine I_1590968566.159488,301-350
1,18814,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2141.obv.width175.jpg,Constantine I_Constantine I_1590968120.5986502,301-350
1,10738,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21982.obv.width175.jpg,Constantius II_Constantine I_1590965939.745064,301-350
1,9726,Constantine I,Constantine I,324.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13257.obv.width175.jpg,Constantine I_Constantine I_1590965658.7320979,301-350
1,35868,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1996/1996.73.8.obv.width175.jpg,Licinius_Constantine I_1590972769.426188,301-350
1,15013,Constantine I,Constantine I,312.0,Coin,AE2,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.3070.obv.width175.jpg,Constantine I_Constantine I_1590967094.2021763,301-350
1,14234,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11648.obv.width175.jpg,Constantine I_Constantine I_1590966887.2642145,301-350
1,6019,Constantine I,Constantine I,324.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8809.obv.width175.jpg,Constantine I_Constantine I_1590964668.446246,301-350
1,14057,Licinius,Constantine I,317.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11482.obv.width175.jpg,Licinius_Constantine I_1590966839.5417755,301-350
1,1027,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5432.obv.width175.jpg,Licinius_Constantine I_1590963332.322509,301-350
1,11659,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.10770.obv.width175.jpg,Constantine I_Constantine I_1590966186.916388,301-350
1,42168,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1995/1995.11.899.obv.width175.jpg,Constantine I_Constantine I_1590974490.8815355,301-350
1,939,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9845.obv.width175.jpg,Constantine I_Constantine I_1590963306.830654,301-350
1,7031,Constantius II,Constantine I,347.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22756.obv.width175.jpg,Constantius II_Constantine I_1590964940.4121907,301-350
1,17268,Constantine I,Constantine I,335.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/00001899/0000/0000.999.5989.obv.width175.jpg,Constantine I_Constantine I_1590967706.635087,301-350
1,32193,Constantine I,Constantine I,322.0,Coin,AE2 or AE3,Bronze,Italy,Roma,http://numismatics.org/collectionimages/19001949/1944/1944.100.7173.obv.width175.jpg,Constantine I_Constantine I_1590971789.4644768,301-350
1,25671,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1989/1989.11.71.obv.width175.jpg,Constantine I_Constantine I_1590970002.0047255,301-350
1,33993,Constantine I,Constantine I,324.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1943/1943.23.19.obv.width175.jpg,Constantine I_Constantine I_1590972273.4017003,301-350
1,5425,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Thrace,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.9139.obv.width175.jpg,Constantine I_Constantine I_1590964507.9052398,301-350
1,9824,Constantine I,Constantine I,319.0,Coin,AE3,Bronze,Britannia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.13349.obv.width175.jpg,Constantine I_Constantine I_1590965687.9895487,301-350
1,13567,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11028.obv.width175.jpg,Constantine I_Constantine I_1590966706.4273343,301-350
1,31187,Licinius,Constantine I,318.0,Coin,AE3,Bronze,Italy,Roma,http://numismatics.org/collectionimages/19001949/1944/1944.100.7148.obv.width175.jpg,Licinius_Constantine I_1590971520.0306473,301-350
1,537,Constantine I,Constantine I,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.9554.obv.width175.jpg,Constantine I_Constantine I_1590963197.9372075,301-350
1,6093,Constantine I,Constantine I,325.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8867.obv.width175.jpg,Constantine I_Constantine I_1590964687.732417,301-350
1,38461,Constantine I,Constantine I,317.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1933/1933.999.409.obv.width175.jpg,Constantine I_Constantine I_1590973495.5921123,301-350
1,5743,Constantine I,Constantine I,336.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9402.obv.width175.jpg,Constantine I_Constantine I_1590964595.4257858,301-350
1,14045,Licinius,Constantine I,316.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11471.obv.width175.jpg,Licinius_Constantine I_1590966836.5870993,301-350
1,6761,Constantine I,Constantine I,312.0,Coin,AE3,Bronze,Italy,Pax,http://numismatics.org/collectionimages/19001949/1944/1944.100.3094.obv.width175.jpg,Constantine I_Constantine I_1590964863.6299694,301-350
1,11428,Constantius II,Constantine I,347.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23750.obv.width175.jpg,Constantius II_Constantine I_1590966125.5231524,301-350
1,16289,Constantine I,Constantine I,310.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19001949/1948/1948.19.290.obv.width175.jpg,Constantine I_Constantine I_1590967445.734,301-350
1,23695,Constantine I,Constantine I,328.0,Coin,AE2 or AE3,Bronze,,,http://numismatics.org/collectionimages/19501999/1965/1965.160.1.obv.width175.jpg,Constantine I_Constantine I_1590969452.0392034,301-350
1,18345,Maxentius,Constantine I,322.0,Coin,AE2,Bronze,Italy,Roma,http://numismatics.org/collectionimages/19501999/1984/1984.146.1715.obv.width175.jpg,Maxentius_Constantine I_1590967994.333456,301-350
1,15854,Constantine I,Constantine I,315.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1948/1948.999.6.obv.width175.jpg,Constantine I_Constantine I_1590967317.166666,301-350
1,13689,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.11142.obv.width175.jpg,Constantine I_Constantine I_1590966739.4398541,301-350
1,12787,Constantine I,Constantine I,310.0,Coin,AE3,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.6050.obv.width175.jpg,Constantine I_Constantine I_1590966489.6201859,301-350
1,13962,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11395.obv.width175.jpg,Constantine I_Constantine I_1590966813.4829698,301-350
1,13706,Constantine I,Constantine I,322.0,Coin,AE2 or AE3,Bronze,,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.11159.obv.width175.jpg,Constantine I_Constantine I_1590966743.7302487,301-350
1,18700,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.2039.obv.width175.jpg,Licinius_Constantine I_1590968089.5680947,301-350
1,34250,Constantine I,Constantine I,320.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7776.obv.width175.jpg,Constantine I_Constantine I_1590972341.823061,301-350
1,26146,Licinius,Constantine I,317.0,Coin,AE3,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1922/1922.38.37.obv.width175.jpg,Licinius_Constantine I_1590970129.172186,301-350
1,34221,Constantine I,Constantine I,320.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7773.obv.width175.jpg,Constantine I_Constantine I_1590972334.4842253,301-350
1,13573,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11033.obv.width175.jpg,Constantine I_Constantine I_1590966707.8336675,301-350
1,463,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9505.obv.width175.jpg,Constantine I_Constantine I_1590963178.4030418,301-350
1,14230,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11643.obv.width175.jpg,Constantine I_Constantine I_1590966886.2941105,301-350
1,4143,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21527.obv.width175.jpg,Constantius II_Constantine I_1590964163.7159734,301-350
1,17005,Licinius,Constantine I,317.0,Coin,AE3,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19501999/1974/1974.95.44.obv.width175.jpg,Licinius_Constantine I_1590967636.8060048,301-350
1,6029,Constantine I,Constantine I,329.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8815.obv.width175.jpg,Constantine I_Constantine I_1590964671.1483355,301-350
1,19025,Constantine I,Constantine I,307.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.146.333.obv.width175.jpg,Constantine I_Constantine I_1590968177.2382991,301-350
1,11802,Constantine I,Constantine I,317.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.10901.obv.width175.jpg,Constantine I_Constantine I_1590966227.040342,301-350
1,20619,Constantine I,Constantine I,322.0,Coin,AE2 or AE3,Bronze,,Victory,http://numismatics.org/collectionimages/19501999/1984/1984.146.1632.obv.width175.jpg,Constantine I_Constantine I_1590968623.3356974,301-350
1,38258,Licinius,Constantine I,316.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1933/1933.999.201.obv.width175.jpg,Licinius_Constantine I_1590973440.5162814,301-350
1,6146,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.84882.obv.width175.jpg,Constantius II_Constantine I_1590964701.7304847,301-350
1,5622,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9301.obv.width175.jpg,Constantine I_Constantine I_1590964560.2036738,301-350
1,20347,Constantine I,Constantine I,310.0,Coin,AE3,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.146.1384.obv.width175.jpg,Constantine I_Constantine I_1590968547.554961,301-350
1,9461,Constantine I,Constantine I,335.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13011.obv.width175.jpg,Constantine I_Constantine I_1590965588.3526936,301-350
1,13045,Severus II,Constantine I,306.0,Coin,AE1,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.5666.obv.width175.jpg,Severus II_Constantine I_1590966556.945289,301-350
1,13580,Constantine I,Constantine I,310.0,Coin,AE1,Bronze,Britannia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.1104.obv.width175.jpg,Constantine I_Constantine I_1590966711.3912258,301-350
1,22527,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1917/1917.155.71.obv.width175.jpg,Constantine I_Constantine I_1590969137.3611155,301-350
1,44453,Constantine I,Constantine I,335.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9114.obv.width175.jpg,Constantine I_Constantine I_1590975109.6824374,301-350
1,8145,Constantine I,Constantine I,312.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.2796.obv.width175.jpg,Constantine I_Constantine I_1590965233.2317379,301-350
1,30758,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7208.obv.width175.jpg,Licinius_Constantine I_1590971403.2078114,301-350
1,18805,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2133.obv.width175.jpg,Constantine I_Constantine I_1590968118.4534502,301-350
1,16970,Licinius,Constantine I,313.0,Coin,AE3,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19501999/1974/1974.95.257.obv.width175.jpg,Licinius_Constantine I_1590967626.122711,301-350
1,17935,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19501999/1954/1954.18.92.obv.width175.jpg,Constantine I_Constantine I_1590967884.9092717,301-350
1,13614,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11072.obv.width175.jpg,Constantine I_Constantine I_1590966720.0806143,301-350
1,12455,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6099.obv.width175.jpg,Licinius_Constantine I_1590966401.2057128,301-350
1,32291,Constantine I,Constantine I,324.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7283.obv.width175.jpg,Constantine I_Constantine I_1590971815.2873137,301-350
